ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,Country_sp,Iso3166,Report ,Type,(C/TC) x100 (e),(SD/D) x100 (e),0,CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Lab Confirm Incidence rate,Number of Records,Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Grenada,  ,2025,Out,53,Granada,308,01/01/2025,Preliminar,0,2.304147465,0,0,0,0,53,185.47,0,1,117,5,217
6,Anguilla,DEN 1,2019,Out,53,Anguila,660,01/01/2019,Preliminar,33.33333333,0,0,0,2,0,44,42.86,14.29,1,14,0,6
6,Curaçao,  ,2024,Out,53,Curazao,531,01/01/2024,Preliminar,87.02290076,0,0,0,228,0,12,141.62,123.24,1,185,0,262
6,Jamaica,DEN 2,2024,Out,53,Jamaica,388,01/01/2024,Preliminar,2.114060964,0,0,0.049,43,1,51,71.64,1.51,1,2839,0,2034
6,Antigua and Barbuda,"DEN 1,2",2024,Out,53,Antigua y Barbuda,28,01/01/2024,Preliminar,10.0591716,0,0,0,17,0,48,181.72,18.28,1,93,0,169
6,Curaçao,  ,2017,Out,53,Curazao,531,01/01/2017,Preliminar,,,0,,0,0,52,0,0,1,168,0,0
6,Jamaica,DEN 3,2017,Out,53,Jamaica,388,01/01/2017,Final,0,17.67441861,0,2.791,0,6,52,7.64,0,1,2815,38,215
5,Cuba,DEN 2,2018,Out,53,Cuba,192,01/01/2018,Preliminar,100,0,0,0,2128,0,52,18.95,18.95,1,11227,0,2128
2,Honduras,"DEN 1,2",2019,Out,53,Honduras,340,01/01/2019,Preliminar,0.136216069,14.71663274,0,0.136,180,180,52,"1,329.01",1.81,1,9943,19447,132143
2,Belize,DEN 3,2016,Out,53,Belice,84,01/01/2016,Final,2.670176758,,0,,71,,52,730.49,19.51,1,364,,2659
2,Panama,DEN 1,2020,Out,53,Panamá,591,01/01/2020,Final,45.84900928,0.275896664,0,0.15,1828,6,53,92.87,42.58,1,4293,11,3987
3,Venezuela,"DEN 1,2,3",2020,Out,53,Venezuela,862,01/01/2020,Preliminar,4.523136438,0.461240887,0,0.208,304,14,53,23.63,1.07,1,28444,31,6721
2,Costa Rica,"DEN 1,2",2020,Out,53,Costa Rica,188,01/01/2020,preliminar,4.23627685,0.208830549,0,0,426,0,53,199.76,8.46,1,5034,21,10056
6,Bermuda,  ,2020,Out,53,Bermuda,60,01/01/2020,Preliminar,,,0,,0,0,53,0,0,1,64,0,0
6,"Bonaire, Saint Eustatius and Saba",  ,2020,Out,53,"Bonaire, San Eustaquio y Saba",535,01/01/2020,Preliminar,,,0,,0,0,53,0,0,1,26,0,0
6,Cayman Islands,DEN 2,2020,Out,53,Islas Caimán,136,01/01/2020,Preliminar,2.857142857,0,0,0,1,0,53,51.47,1.47,1,68,0,35
6,Curaçao,  ,2020,Out,53,Curazao,531,01/01/2020,Preliminar,,,0,,0,0,53,0,0,1,185,0,0
6,Dominica,"DEN 2,3",2020,Out,53,Dominica,212,01/01/2020,Preliminar,15.90909091,1.136363636,0,0,14,0,53,131.34,20.9,1,67,1,88
6,Grenada,DEN 3,2020,Out,53,Granada,308,01/01/2020,Preliminar,67.58893281,1.581027668,0,0,171,0,53,218.1,147.41,1,116,4,253
6,Saint Kitts and Nevis,DEN 3,2020,Out,53,Saint Kitts y Nevis,659,01/01/2020,Preliminar,10,0,0,0,2,0,53,43.48,4.35,1,46,0,20
6,Sint Maarten,  ,2020,Out,53,Isla de San Martín (Holanda),534,01/01/2020,Preliminar,100,0,0,0,9,0,53,21.95,21.95,1,41,0,9
6,Trinidad and Tobago,  ,2020,Out,53,Trinidad y Tobago,780,01/01/2020,Preliminar,3.389830508,0,0,0,2,0,53,3.98,0.14,1,1481,0,59
6,Barbados,  ,2020,Out,53,Barbados,52,01/01/2020,Preliminar,8.062130178,0.369822485,0,0.074,109,1,53,481.14,38.79,1,281,5,1352
2,Belize,"DEN 1,3",2020,Out,53,Belice,84,01/01/2020,Preliminar,20.8606174,0,0,0,223,0,53,274.1,57.18,1,390,0,1069
4,Brazil,"DEN 1,2,3,4",2020,Out,53,Brasil,76,01/01/2020,Preliminar,52.14996231,0.056436255,0,0.038,765114,554,53,703.13,366.68,1,208660,828,1467142
3,Peru,"DEN 1,2,3",2025,Out,53,Perú,604,01/01/2025,Preliminar,87.37344113,0.492208819,0,0.143,34260,56,53,113.41,99.09,1,34576,193,39211
6,Sint Maarten,  ,2025,Out,53,Isla de San Martín (Holanda),534,01/01/2025,Preliminar,100,0,0,0,8,0,28,18.6,18.6,1,43,0,8
6,Martinique,DEN 2,2017,Out,53,Martinica,474,01/01/2017,Preliminar,7.079646018,0,0,0,8,0,46,30.46,2.16,1,371,0,113
2,Costa Rica,"DEN 1,2,3",2015,Out,53,Costa Rica,188,01/01/2015,Final,0,0.034494653,0,0,0,0,52,361.02,0,1,4818,6,17394
6,Jamaica,"DEN 2,4",2023,Out,53,Jamaica,388,01/01/2023,Preliminar,18.75305624,0,0,0.073,1534,6,52,288.13,54.03,1,2839,0,8180
6,Dominica,  ,2018,Out,53,Dominica,212,01/01/2018,Preliminar,2.222222222,0,0,0,1,0,52,66.18,1.47,1,68,0,45
6,Antigua and Barbuda,  ,2025,Out,53,Antigua y Barbuda,28,01/01/2025,Preliminar,66.66666667,0,0,0,10,0,44,15.96,10.64,1,94,0,15
6,Guyana,  ,2025,Out,53,Guyana,328,01/01/2025,Preliminar,21.74546077,3.290224963,0,0.01,15234,7,52,"8,389.94","1,824.43",1,835,2305,70056
4,Argentina,"DEN 1,2,3",2025,Out,53,Argentina,32,01/01/2025,Preliminar,45.95988214,0.26631913,0,0.074,8111,13,53,38.49,17.69,1,45851,47,17648
6,Antigua and Barbuda,  ,2017,Out,53,Antigua y Barbuda,28,01/01/2017,Preliminar,0,0,0,0,0,0,52,1.11,0,1,90,0,1
6,Trinidad and Tobago,  ,2017,Out,53,Trinidad y Tobago,780,01/01/2017,Preliminar,2.666666667,0,0,0,8,0,52,20.76,0.55,1,1445,0,300
6,Guyana,DEN 3,2024,Out,53,Guyana,328,01/01/2024,Preliminar,24.67930722,2.667040988,0,0.017,11428,8,52,"5,572.32","1,375.21",1,831,1235,46306
6,Saint Barthelemy,  ,2017,Out,53,San Bartolomé,652,01/01/2017,Preliminar,0,0,0,0,0,0,46,611.11,0,1,9,0,55
6,Grenada,  ,2017,Out,53,Granada,308,01/01/2017,Preliminar,100,0,0,0,239,0,52,207.83,207.83,1,115,0,239
5,Cuba,"DEN 2,3",2017,Out,53,Cuba,192,01/01/2017,Preliminar,100,1.522435897,0,0,1248,0,52,11.1,11.1,1,11247,19,1248
6,Suriname,  ,2017,Out,53,Suriname,740,01/01/2017,Preliminar,0,0,0,0,0,0,52,0.17,0,1,593,0,1
3,Bolivia,"DEN 1,3",2017,Out,53,Bolivia,68,01/01/2017,Final,9.241156908,0.68527663,0,0.02,917,2,52,87.47,8.08,1,11344,68,9923
6,Barbados,  ,2018,Out,53,Barbados,52,01/01/2018,Final,0,0,0,0,0,0,52,23.93,0,1,280,0,67
3,Bolivia,"DEN 1,4",2015,Out,53,Bolivia,68,01/01/2015,Final,8.974500904,0.317354884,0,0.004,2432,1,52,246.04,22.08,1,11014,86,27099
4,Brazil,"DEN 1,2,3,4",2016,Out,53,Brasil,76,01/01/2016,Final,46.79826272,0.041927834,0,0.032,1039147,707,52,"1,092.66",511.35,1,203218,931,2220482
5,Puerto Rico,"DEN 1,2,3,4",2025,Out,53,Puerto Rico,630,01/01/2025,Preliminar,76.58933414,3.886712865,0,0.06,2542,2,51,102.6,78.58,1,3235,129,3319
2,Costa Rica,"DEN 1,2,3,4",2025,Out,53,Costa Rica,188,01/01/2025,Preliminar,55.93952484,0,0,0,3367,0,52,116.83,65.35,1,5152,0,6019
4,Argentina,"DEN 1,3",2017,Out,53,Argentina,32,01/01/2017,Preliminar,45.60143627,1.256732496,0,0,254,0,52,1.26,0.57,1,44288,7,557
6,Suriname,"DEN 2,4",2020,Out,53,Suriname,740,01/01/2020,Preliminar,49.20071048,0,0,0,277,0,53,91.99,45.26,1,612,0,563
6,Martinique,"DEN 1,2,3",2020,Out,53,Martinica,474,01/01/2020,Preliminar,37.89122785,0.145070683,0,0.052,12276,17,53,"9,100.56","3,448.31",1,356,47,32398
6,Guadeloupe,"DEN 1,2,3",2020,Out,53,Guadalupe,312,01/01/2020,Preliminar,1.453083939,0.01545834,0,0.01,282,2,53,"4,768.30",69.29,1,407,3,19407
6,Saint Martin,"DEN 1,2,3",2020,Out,53,Isla de San Martín (Francia),663,01/01/2020,Preliminar,17.83625731,0.036549708,0,0.037,488,1,53,"8,825.81","1,574.19",1,31,1,2736
6,Saint Barthelemy,"DEN 1,2",2020,Out,53,San Bartolomé,652,01/01/2020,Preliminar,55.01237624,0,0,0,889,0,53,"16,160.00","8,890.00",1,10,0,1616
2,Honduras,"DEN 1,2,3",2018,Out,53,Honduras,340,01/01/2018,Preliminar,,14.75698816,0,0.038,,3,52,81.33,,1,9765,1172,7942
1,United States of America,DEN 1,2015,Out,53,Estados Unidos de América,840,01/01/2015,Final,100,0.634920635,0,0,945,0,52,0.29,0.29,1,326126,6,945
3,Bolivia,"DEN 1,2",2021,Out,53,Bolivia,68,01/01/2021,Preliminar,26.84698782,0.234715547,0,0.022,2402,2,52,74.95,20.12,1,11937,21,8947
3,Ecuador,DEN 1,2018,Out,53,Ecuador,218,01/01/2018,Preliminar,4.227170055,0.193610842,0,0.032,131,1,52,18.18,0.77,1,17049,6,3099
6,Bahamas,  ,2018,Out,53,Bahamas,44,01/01/2018,Preliminar,0,0,0,0,0,0,52,2.55,0,1,392,0,10
6,Dominica,  ,2017,Out,53,Dominica,212,01/01/2017,Preliminar,0,0,0,0,0,0,28,48.53,0,1,68,0,33
2,Costa Rica,"DEN 1,2",2021,Out,53,Costa Rica,188,01/01/2021,Preliminar,4.831851566,0.057982219,0,0,250,0,52,102.27,4.94,1,5059,3,5174
3,Peru,"DEN 1,2,3",2023,Out,53,Perú,604,01/01/2023,Preliminar,98.03772585,0.396273394,0,0.173,251605,444,52,758.28,743.4,1,33845,1017,256641
4,Uruguay,  ,2017,Out,53,Uruguay,858,01/01/2017,Preliminar,,,0,,0,0,52,0,0,1,3388,0,0
6,Anguilla,"DEN 1,4",2014,Out,53,Anguila,660,01/01/2014,Preliminar,9.302325581,0,0,0,8,0,53,661.54,61.54,1,13,0,86
4,Chile,"DEN 1,3",2017,Out,53,Chile,152,01/01/2017,Preliminar,100,0,0,0,10,0,38,0.05,0.05,1,18558,0,10
1,United States of America,  ,2018,Out,53,Estados Unidos de América,840,01/01/2018,Preliminar,100,1.812688822,0,0,331,0,52,0.1,0.1,1,335056,6,331
6,Anguilla,  ,2025,Out,53,Anguila,660,01/01/2025,Preliminar,100,0,0,0,3,0,49,21.43,21.43,1,14,0,3
2,El Salvador,DEN 2,2018,Out,53,El Salvador,222,01/01/2018,Preliminar,9.339488636,1.870265152,0,0.095,789,8,52,135.84,12.69,1,6219,158,8448
3,Colombia,"DEN 1,2,3,4",2021,Out,53,Colombia,170,01/01/2021,Preliminar,55.00056249,1.796227547,0,0.081,29334,43,52,104.19,57.31,1,51188,958,53334
2,Honduras,"DEN 1,2",2020,Out,53,Honduras,340,01/01/2020,Preliminar,0.297855441,7.092930898,0,0.04,75,10,53,248.84,0.74,1,10119,1786,25180
2,Guatemala,"DEN 1,2,3,4",2018,Out,53,Guatemala,320,01/01/2018,Preliminar,28.34562698,1.02739726,0,0.29,2152,22,52,45.07,12.78,1,16845,78,7592
2,Costa Rica,"DEN 1,2",2017,Out,53,Costa Rica,188,01/01/2017,final,1.906131991,0.035964755,0,0,106,0,52,113.19,2.16,1,4913,2,5561
3,Ecuador,"DEN 1,2,4",2016,Out,53,Ecuador,218,01/01/2016,Final,100,0.275443181,0,0.028,14159,4,52,85.79,85.79,1,16505,39,14159
4,Brazil,"DEN 1,2",2021,Out,53,Brasil,76,01/01/2021,Preliminar,42.45669285,0.038032792,0,0.025,414154,239,52,465.51,197.64,1,209550,371,975474
6,Barbados,DEN 1,2014,Out,53,Barbados,52,01/01/2014,Final,18.22238751,0.074377092,0,0,490,0,53,967.27,176.26,1,278,2,2689
2,Nicaragua,DEN 2,2016,Out,53,Nicaragua,558,01/01/2016,Final,7.478832958,,0,0.018,6616,16,52,"1,419.50",106.16,1,6232,,88463
5,Cuba,"Den 1,2",2021,Out,53,Cuba,192,01/01/2021,Preliminar,,,0,,,,52,10.43,,1,11122,,1160
3,Ecuador,"DEN 1,2",2021,Out,53,Ecuador,218,01/01/2021,Preliminar,100,0.357677993,0,0.097,20689,20,52,117.01,117.01,1,17682,74,20689
2,Costa Rica,"DEN 1,2,3",2016,Out,53,Costa Rica,188,01/01/2016,Final,0,0.09005532,0,0,0,0,52,479.22,0,1,4866,21,23319
6,Bermuda,  ,2018,Out,53,Bermuda,60,01/01/2018,Preliminar,,,0,,0,0,52,0,0,1,63,0,0
3,Peru,"DEN 1,2,3,4",2017,Out,53,Perú,604,01/01/2017,Preliminar,35.79961363,0.329859514,0,0.1,27241,76,52,242.92,86.97,1,31324,251,76093
6,Anguilla,  ,2018,Out,53,Anguila,660,01/01/2018,Preliminar,0,0,0,0,0,0,52,7.14,0,1,14,0,1
6,Bahamas,"DEN 1,2",2014,Out,53,Bahamas,44,01/01/2014,Preliminar,9.589041096,0,0,0,14,0,53,38.22,3.66,1,382,0,146
6,Aruba,  ,2017,Out,53,Aruba,533,01/01/2017,Preliminar,1.326412918,0,0,,23,,52,"1,651.43",21.9,1,105,0,1734
6,Bahamas,  ,2017,Out,53,Bahamas,44,01/01/2017,Preliminar,0,0,0,0,0,0,52,3.59,0,1,390,0,14
6,Aruba,  ,2018,Out,53,Aruba,533,01/01/2018,Preliminar,100,0,0,0,9,0,52,8.49,8.49,1,106,0,9
2,El Salvador,DEN 2,2019,Out,53,El Salvador,222,01/01/2019,Preliminar,2.795777212,0.385875501,0,0.051,768,14,52,441.5,12.34,1,6222,106,27470
6,Jamaica,"DEN 2,3",2019,Out,53,Jamaica,388,01/01/2019,Preliminar,1.81336863,0.039708802,0,0.318,137,24,52,267.62,4.85,1,2823,3,7555
5,Puerto Rico,  ,2018,Out,53,Puerto Rico,630,01/01/2018,Preliminar,,,0,,0,0,52,0,0,1,3290,0,0
2,Nicaragua,DEN 2,2017,Out,53,Nicaragua,558,01/01/2017,Preliminar,3.880269502,,0,0.003,2511,2,52,"1,024.57",39.76,1,6316,,64712
3,Ecuador,"DEN 1,2,3,4",2015,Out,53,Ecuador,218,01/01/2015,Final,3.383325878,0.131848468,0,0.019,1437,8,52,261.12,8.83,1,16266,56,42473
4,Paraguay,"DEN 1,2",2017,Out,53,Paraguay,600,01/01/2017,Preliminar,33.62445415,0,0,0,616,0,52,28.91,9.72,1,6338,0,1832
2,Belize,DEN 2,2015,Out,53,Belice,84,01/01/2015,Final,13.06173877,4.871902562,0,0,311,0,52,668.82,87.36,1,356,116,2381
6,Cayman Islands,  ,2017,Out,53,Islas Caimán,136,01/01/2017,Preliminar,0,0,0,0,0,0,52,48.44,0,1,64,0,31
6,Guadeloupe,  ,2017,Out,53,Guadalupe,312,01/01/2017,Preliminar,0.185185185,0,0,0,1,0,46,131.07,0.24,1,412,0,540
2,Mexico,"DEN 1,2,3,4",2019,Out,53,México,484,01/01/2019,Preliminar,16.15224728,1.326091977,0,0.157,43362,421,52,213.47,34.48,1,125762,3560,268458
4,Paraguay,"DEN 1,4",2018,Out,53,Paraguay,600,01/01/2018,Preliminar,10.55038784,,0,0.046,3414,15,52,503.49,53.12,1,6427,,32359
5,Puerto Rico,  ,2017,Out,53,Puerto Rico,630,01/01/2017,Final,,,0,,0,0,52,0,0,1,3371,0,0
2,Mexico,"DEN 1,2,3,4",2018,Out,53,México,484,01/01/2018,Preliminar,16.16107656,1.091311482,0,0.057,12706,45,52,63.11,10.2,1,124573,858,78621
6,Saint Martin,  ,2017,Out,53,Isla de San Martín (Francia),663,01/01/2017,Preliminar,0,0,0,0,0,0,46,547.22,0,1,36,0,197
6,Montserrat,  ,2024,Out,53,Montserrat,500,01/01/2024,Preliminar,100,0,0,0,3,0,48,75,75,1,4,0,3
6,Saint Kitts and Nevis,  ,2017,Out,53,Saint Kitts y Nevis,659,01/01/2017,Preliminar,10,0,0,0,1,0,52,21.28,2.13,1,47,0,10
6,Suriname,"DEN 2,3",2023,Out,53,Suriname,740,01/01/2023,Preliminar,94.32624114,1.063829787,0,1.064,266,3,52,44.9,42.36,1,628,3,282
6,Suriname,DEN 3,2024,Out,53,Suriname,740,01/01/2024,Preliminar,91.57894737,3.157894737,0,3.158,87,3,20,14.98,13.72,1,634,3,95
3,Peru,"DEN 1,2",2020,Out,53,Perú,604,01/01/2020,Preliminar,63.19998581,0.216335071,0,0.156,35641,88,53,171.73,108.54,1,32838,122,56394
2,Mexico,"DEN 1,2,3,4",2020,Out,53,México,484,01/01/2020,Preliminar,20.15351586,0.876996659,0,0.065,24313,79,53,95.14,19.17,1,126799,1058,120639
4,Paraguay,"DEN 1,2,4",2020,Out,53,Paraguay,600,01/01/2020,Preliminar,27.74575256,0.074626199,0,0.034,62090,75,53,"3,389.10",940.33,1,6603,167,223782
6,French Guiana,  ,2017,Out,53,Guayana Francesa,254,01/01/2017,Preliminar,0,0,0,0,0,0,37,226.45,0,1,276,0,625
6,Virgin Islands (US),  ,2014,Out,53,Islas Vírgenes (EUA),850,01/01/2014,Preliminar,100,0,0,0,19,0,53,18.81,18.81,1,101,0,19
6,Anguilla,  ,2017,Out,53,Anguila,660,01/01/2017,Preliminar,9.090909091,0,0,,2,,52,157.14,14.29,1,14,0,22
6,Montserrat,  ,2017,Out,53,Montserrat,500,01/01/2017,Preliminar,,,0,,0,0,52,0,0,1,4,0,0
4,Uruguay,"DEN 1,2",2024,Out,53,Uruguay,858,01/01/2024,Preliminar,100,0.175592625,0,0.176,1139,2,52,33.64,33.64,1,3386,2,1139
6,Bermuda,  ,2024,Out,53,Bermuda,60,01/01/2024,Preliminar,66.66666667,0,0,0,2,0,52,4.69,3.13,1,64,0,3
6,Barbados,"DEN 1,2,3",2023,Out,53,Barbados,52,01/01/2023,Preliminar,81.71206226,0,0,0,630,0,52,273.4,223.4,1,282,0,771
6,Barbados,"DEN 2,3",2024,Out,53,Barbados,52,01/01/2024,Preliminar,78.28773169,0,0,0,887,0,52,401.77,314.54,1,282,0,1133
6,Antigua and Barbuda,"DEN 1,4",2014,Out,53,Antigua y Barbuda,28,01/01/2014,Preliminar,45.94594595,0,0,0,17,0,53,42.05,19.32,1,88,0,37
6,Saint Lucia,  ,2017,Out,53,Santa Lucía,662,01/01/2017,Preliminar,100,0,0,0,66,0,52,37.5,37.5,1,176,0,66
6,Saint Martin,  ,2015,Out,53,Isla de San Martín (Francia),663,01/01/2015,Preliminar,8.027522936,0,0,0,35,0,50,"1,178.38",94.59,1,37,0,436
3,Venezuela,DEN 1,2017,Out,53,Venezuela,862,01/01/2017,Preliminar,18.43296576,4.167150319,0,0.186,1588,16,52,28.19,5.2,1,30565,359,8615
3,Peru,"DEN 2,4",2018,Out,53,Perú,604,01/01/2018,Preliminar,,0.937950938,0,0.216,,15,52,21.73,,1,31897,65,6930
2,Nicaragua,"DEN 2,3",2015,Out,53,Nicaragua,558,01/01/2015,Preliminar,8.275554474,0.030409926,0,0.03,4082,15,52,802.18,66.38,1,6149,15,49326
2,Guatemala,"DEN 1,2,3,4",2019,Out,53,Guatemala,320,01/01/2019,Preliminar,2.808238022,0.222065008,0,0.13,1429,66,52,297.53,8.36,1,17103,113,50886
2,Mexico,"DEN 1,2,3,4",2025,Out,53,México,484,01/01/2025,Preliminar,15.14688367,0.531493759,0,0.058,22001,84,53,110.08,16.67,1,131946,772,145251
4,Paraguay,"DEN 1,2,3",2025,Out,53,Paraguay,600,01/01/2025,Preliminar,4.340409401,0,0,0.003,1374,1,53,451.39,19.59,1,7013,0,31656
2,El Salvador,DEN 2,2017,Out,53,El Salvador,222,01/01/2017,Final,5.399115662,0.162904352,0,0,232,0,52,69.16,3.73,1,6213,7,4297
4,Brazil,"DEN 1,2,3,4",2017,Out,53,Brasil,76,01/01/2017,Final,30.9099258,0.054627612,0,0.029,156169,144,52,246.82,76.29,1,204703,276,505239
6,Virgin Islands (UK),  ,2017,Out,53,Islas Vírgenes (RU),92,01/01/2017,Preliminar,100,0,0,0,67,0,48,209.38,209.38,1,32,0,67
6,Bermuda,  ,2014,Out,53,Bermuda,60,01/01/2014,Preliminar,100,0,0,0,1,0,53,1.59,1.59,1,63,0,1
5,Dominican Republic,"DEN 1,2",2018,Out,53,República Dominicana,214,01/01/2018,Preliminar,7.83055199,7.124518614,0,0.064,122,1,52,14.45,1.13,1,10782,111,1558
3,Bolivia,DEN 4,2014,Out,53,Bolivia,68,01/01/2014,Final,15.33259669,1.648618785,0,0,3469,0,53,208.56,31.98,1,10848,373,22625
6,Aruba,DEN 1,2014,Out,53,Aruba,533,01/01/2014,Preliminar,8.5,0,0,0,34,0,48,388.35,33.01,1,103,0,400
6,Guyana,  ,2017,Out,53,Guyana,328,01/01/2017,Preliminar,0,0,0,0,0,0,50,0.52,0,1,768,0,4
5,Puerto Rico,"DEN 1,2,3,4",2024,Out,53,Puerto Rico,630,01/01/2024,Preliminar,81.19250986,4.35282523,0,0.131,4943,8,52,187.79,152.47,1,3242,265,6088
6,Saint Vincent and the Grenadines,  ,2017,Out,53,San Vicente y las Granadinas,670,01/01/2017,Preliminar,66.66666667,0,0,0,2,0,52,2.86,1.9,1,105,0,3
6,French Guiana,  ,2018,Out,53,Guayana Francesa,254,01/01/2018,Preliminar,0,0,0,0,0,0,26,85.71,0,1,280,0,240
6,Trinidad and Tobago,"DEN 2,3",2024,Out,53,Trinidad y Tobago,780,01/01/2024,Preliminar,100,0,0,0.948,2004,19,48,132.98,132.98,1,1507,0,2004
6,Barbados,  ,2017,Out,53,Barbados,52,01/01/2017,Final,13.73534338,0,0,0,82,0,52,213.21,29.29,1,280,0,597
6,Bermuda,  ,2017,Out,53,Bermuda,60,01/01/2017,Preliminar,,,0,,0,0,52,0,0,1,63,0,0
1,Canada,  ,2021,Out,53,Canadá,124,01/01/2021,Preliminar,,,0,,0,0,52,0,0,1,38454,0,0
6,Cayman Islands,  ,2021,Out,53,Islas Caimán,136,01/01/2021,Preliminar,0,0,0,0,0,0,28,1.43,0,1,70,0,1
6,Virgin Islands (US),  ,2017,Out,53,Islas Vírgenes (EUA),850,01/01/2017,Final,100,0,0,0,1,0,52,1.05,1.05,1,95,0,1
2,El Salvador,"DEN 1,2,3,4",2024,Out,53,El Salvador,222,01/01/2024,Preliminar,8.933582788,0.339101964,0,0.105,764,9,52,134.93,12.05,1,6338,29,8552
2,Mexico,"DEN 1,2,3",2017,Out,53,México,484,01/01/2017,Preliminar,15.72758724,0.417162627,0,0.038,14138,34,52,72.85,11.46,1,123400,375,89893
6,Jamaica,  ,2014,Out,53,Jamaica,388,01/01/2014,Preliminar,8.181818182,0,0,0,72,0,53,31.51,2.58,1,2793,0,880
4,Brazil,"DEN 1,2,3,4",2014,Out,53,Brasil,76,01/01/2014,Preliminar,37.31119307,0.116566285,0,0.069,220539,410,53,295.41,110.22,1,200085,689,591080
6,Grenada,  ,2014,Out,53,Granada,308,01/01/2014,Preliminar,100,2.564102564,0,2.564,39,1,53,34.21,34.21,1,114,1,39
5,Puerto Rico,"DEN 1,2,4",2014,Out,53,Puerto Rico,630,01/01/2014,Preliminar,5.968468468,0.022522523,0,0,530,0,53,249.09,14.87,1,3565,2,8880
6,Saint Barthelemy,  ,2014,Out,53,San Bartolomé,652,01/01/2014,Preliminar,100,0,0,0,56,0,48,622.22,622.22,1,9,0,56
6,Turks and Caicos Islands,  ,2017,Out,53,Islas Turcas y Caicos,796,01/01/2017,Preliminar,100,0,0,0,210,0,52,538.46,538.46,1,39,0,210
6,"Bonaire, Saint Eustatius and Saba",  ,2024,Out,53,"Bonaire, San Eustaquio y Saba",535,01/01/2024,Preliminar,64.73429952,0,0,0,134,0,12,690,446.67,1,30,0,207
6,Bahamas,  ,2024,Out,53,Bahamas,44,01/01/2024,Preliminar,,,0,,0,0,8,0,0,1,401,0,0
6,Sint Maarten,  ,2024,Out,53,Isla de San Martín (Holanda),534,01/01/2024,Preliminar,100,0,0,0,144,0,40,334.88,334.88,1,43,0,144
